# SIMULACION DE COLISIONES MULTIPLES
# Practica 5 - Informatica II
#
# Box: 800 x 600
# Tiempo: 5.81 s
# Particulas activas: 2/2
# Total colisiones: 4
#
# OBSTACULOS
obstaculo,0,300,250,200,100
#
# TRAYECTORIAS DE PARTICULAS
# Formato: trayectoria,tiempo,id,x,y,vx,vy,masa,activa
trayectoria,1.56,0,267.75,300,-105,0,1,1
trayectoria,1.56,1,532.25,300,105,0,1,1
trayectoria,1.57,0,266.7,300,-105,0,1,1
trayectoria,1.57,1,533.3,300,105,0,1,1
trayectoria,1.58,0,265.65,300,-105,0,1,1
trayectoria,1.58,1,534.35,300,105,0,1,1
trayectoria,1.59,0,264.6,300,-105,0,1,1
trayectoria,1.59,1,535.4,300,105,0,1,1
trayectoria,1.6,0,263.55,300,-105,0,1,1
trayectoria,1.6,1,536.45,300,105,0,1,1
trayectoria,1.61,0,262.5,300,-105,0,1,1
trayectoria,1.61,1,537.5,300,105,0,1,1
trayectoria,1.62,0,261.45,300,-105,0,1,1
trayectoria,1.62,1,538.55,300,105,0,1,1
trayectoria,1.63,0,260.4,300,-105,0,1,1
trayectoria,1.63,1,539.6,300,105,0,1,1
trayectoria,1.64,0,259.35,300,-105,0,1,1
trayectoria,1.64,1,540.65,300,105,0,1,1
trayectoria,1.65,0,258.3,300,-105,0,1,1
trayectoria,1.65,1,541.7,300,105,0,1,1
trayectoria,1.66,0,257.25,300,-105,0,1,1
trayectoria,1.66,1,542.75,300,105,0,1,1
trayectoria,1.67,0,256.2,300,-105,0,1,1
trayectoria,1.67,1,543.8,300,105,0,1,1
trayectoria,1.68,0,255.15,300,-105,0,1,1
trayectoria,1.68,1,544.85,300,105,0,1,1
trayectoria,1.69,0,254.1,300,-105,0,1,1
trayectoria,1.69,1,545.9,300,105,0,1,1
trayectoria,1.7,0,253.05,300,-105,0,1,1
trayectoria,1.7,1,546.95,300,105,0,1,1
trayectoria,1.71,0,252,300,-105,0,1,1
trayectoria,1.71,1,548,300,105,0,1,1
trayectoria,1.72,0,250.95,300,-105,0,1,1
trayectoria,1.72,1,549.05,300,105,0,1,1
trayectoria,1.73,0,249.9,300,-105,0,1,1
trayectoria,1.73,1,550.1,300,105,0,1,1
trayectoria,1.74,0,248.85,300,-105,0,1,1
trayectoria,1.74,1,551.15,300,105,0,1,1
trayectoria,1.75,0,247.8,300,-105,0,1,1
trayectoria,1.75,1,552.2,300,105,0,1,1
